id,State,source,Agricultural_2018,Non_Agricultural_2018,Agricultural_2017,Non_Agricultural_2017,Agricultural_2016,Non_Agricultural_2016,Agricultural_2015,Non_Agricultural_2015,Agricultural_2014,Non_Agricultural_2014,Agricultural_2013,Non_Agricultural_2013,Agricultural_2012,Non_Agricultural_2012,Agricultural_2011,Non_Agricultural_2011,Agricultural_2010,Non_Agricultural_2010,source_ab,target_ab
601,Nagaland,Karnataka,0,76425213,0,0,0,129589774,0,210543280,0,342607330,0,77113143,0,161310308,0,229407266,0,6308623,KA,NL
602,Odisha,Karnataka,213664500,1146128254,0,82198075,0,429542245,0,3710184233,0,2070300180,0,1664317752,0,861554388,0,618757662,0,808921757,KA,OD
603,Puducherry,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,PD
604,Punjab,Karnataka,42593250,5167223411,0,4580773560,38377500,7117354592,1098383000,7413899361,141216550,6791231624,0,6955931809,155518300,5132832018,73080450,3971792236,627620467,3780735632,KA,PN
605,Rajasthan,Karnataka,0,190003764,0,1480351658,38332875,4426445309,35792900,2822938588,0,1294133963,0,1803025709,0,579104781,0,623324973,0,163527395,KA,RJ
606,Sikkim,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,SK
607,Tamil Nadu,Karnataka,930032425,81949343001,1358750250,49695657556,707514500,45662009143,4075700200,97308654422,3170775900,73370143756,3793119400,40158690657,4804705500,29372917329,2778477750,30548645907,1955899187,62601285052,KA,TN
608,Telangana,Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KA,TE
609,Tripura,Karnataka,0,0,0,0,0,59540455,0,0,0,0,0,315236812,0,242746664,0,82760849,0,329878680,KA,TR
610,Uttar Pradesh,Karnataka,0,7491416963,0,9404778102,0,21348028798,109995600,15677525399,0,15164477049,0,22272884556,26247900,16257558452,72831375,5238994002,2332395,5081690113,KA,UP
611,Uttarakhand,Karnataka,0,0,0,0,113808625,539914167,1174501900,1143751566,35996100,1033005843,0,1109938111,0,788249585,247875750,0,665941770,539683001,KA,UR
612,West Bengal,Karnataka,0,4164633371,589251104,9439779886,237003375,20667722533,1739536026,18597787615,1574990885,17499214596,175921375,11724903950,1019099004,18193029970,1315612875,11336397326,1392854584,5080586239,KA,WB
613,Andaman & Nicobar Islands,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,AN
614,Andhra Pradesh,Kerala,0,5242025309,0,3727430146,0,2538206890,0,3175821963,0,5099271935,0,3328011336,0,3105620832,0,3522731766,0,4118067933,KL,AP
615,Arunachal Pradesh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,AR
616,Assam,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,AS
617,Bihar,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,BR
618,Chandigarh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,CN
619,Chattisgarh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,CH
620,Dadra & Nagar Haveli,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,DN
621,Daman & Diu,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,DD
622,Delhi,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,DL
623,Goa,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,GA
624,Gujarat,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,GJ
625,Haryana,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,HR
626,Himachal Pradesh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,HP
627,Jammu & Kashmir,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,JK
628,Jharkhand,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,JH
629,Karnataka,Kerala,0,3896788693,0,4129686099,0,3523781557,0,4096335793,0,20969865756,67786350,15160693192,0,3150485556,0,2841012276,0,5369784645,KL,KA
630,Kerala,Kerala,123377551,3109012151,138765800,813747964,350708900,1319719474,844902200,1396553741,818798225,583001040,407598850,399513818,454727802,505227923,272974100,799385502,410374450,541600333,KL,KL
631,Lakshadeep,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,LD
632,Madhya Pradesh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,MP
633,Maharashtra,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,MH
634,Manipur,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,MN
635,Meghalaya,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,ML
636,Mizoram,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,MZ
637,Nagaland,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,NL
638,Odisha,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,OD
639,Puducherry,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,PD
640,Punjab,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2455672,KL,PN
641,Rajasthan,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,RJ
642,Sikkim,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,SK
643,Tamil Nadu,Kerala,0,13800965854,0,3926173177,0,3820267072,0,4151365191,3842985625,5057462096,2623522885,4707231726,2550157750,4694267139,3052686544,4576477296,1612269450,6244830662,KL,TN
644,Telangana,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,TE
645,Tripura,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,TR
646,Uttar Pradesh,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,UP
647,Uttarakhand,Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KL,UR
648,West Bengal,Kerala,0,0,0,0,0,0,0,0,0,49548068,0,132680720,0,0,0,0,0,0,KL,WB
649,Andaman & Nicobar Islands,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,AN
650,Andhra Pradesh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,AP
651,Arunachal Pradesh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,AR
652,Assam,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,AS
653,Bihar,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,BR
654,Chandigarh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,CN
655,Chattisgarh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,CH
656,Dadra & Nagar Haveli,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,DN
657,Daman & Diu,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,DD
658,Delhi,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,DL
659,Goa,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,GA
660,Gujarat,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,GJ
661,Haryana,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,HR
662,Himachal Pradesh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,HP
663,Jammu & Kashmir,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,JK
664,Jharkhand,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,JH
665,Karnataka,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,KA
666,Kerala,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,KL
667,Lakshadeep,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,LD
668,Madhya Pradesh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,MP
669,Maharashtra,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,MH
670,Manipur,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,MN
671,Meghalaya,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,ML
672,Mizoram,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,MZ
673,Nagaland,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,NL
674,Odisha,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,OD
675,Puducherry,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,PD
676,Punjab,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,PN
677,Rajasthan,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,RJ
678,Sikkim,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,SK
679,Tamil Nadu,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,TN
680,Telangana,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,TE
681,Tripura,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,TR
682,Uttar Pradesh,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,UP
683,Uttarakhand,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,UR
684,West Bengal,Lakshadeep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LD,WB
685,Andaman & Nicobar Islands,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,AN
686,Andhra Pradesh,Madhya Pradesh,6270125130,1486628053,10125843000,2406236049,9302583550,3015000406,6301889228,550964915,9457666237,6306517785,8544501000,1069996629,1120378218,1078718914,356943475,6941634421,436381000,3245356954,MP,AP
687,Arunachal Pradesh,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81782364,0,64539606,MP,AR
688,Assam,Madhya Pradesh,409944065,45377852,1413462175,0,2239306950,183835456,375260000,208662700,95339722,243226407,0,702480536,314146942,4415602100,1013990868,6991049689,1903496913,6638137044,MP,AS
689,Bihar,Madhya Pradesh,22407010773,25087768780,10769681426,30351492034,7141802125,28339310459,8124767296,15888000197,431272700,31091574590,926441190,28788493137,2177898367,25306964410,4657390409,32058018165,5966230827,22930894527,MP,BR
690,Chandigarh,Madhya Pradesh,0,310121344,0,18096540,0,0,0,192151462,0,53586174,0,1692770286,99774312,2799736111,0,2216915213,0,1953727349,MP,CN
691,Chattisgarh,Madhya Pradesh,2802924645,21086567707,806349735,39666787043,40580250,25419495143,832082500,10167213576,2308510400,19764159464,2681225800,12943129906,1114300600,11963665555,0,11128593221,0,5031822738,MP,CH
692,Dadra & Nagar Haveli,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,DN
693,Daman & Diu,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,DD
694,Delhi,Madhya Pradesh,7347136011,0,164843318,25129566,2137038531,24368064,0,169240378,0,26016912,35842500,135108960,830394814,2467221855,1131263512,4802825892,2190188771,4730227984,MP,DL
695,Goa,Madhya Pradesh,0,0,41681250,0,78324000,0,75690000,0,509602800,441579561,518238000,154813988,329169700,0,58822400,83991845,0,0,MP,GA
696,Gujarat,Madhya Pradesh,3604066920,21192517606,270578750,9221502009,1726223750,11051154213,4022977150,14759203980,1838109800,13564084189,8010660500,8986032675,2982545630,18455493954,465215450,22718406024,999957825,17780678758,MP,GJ
697,Haryana,Madhya Pradesh,4461584400,88549514,421232950,55634040,1208474131,262315542,48105200,357734922,24102090,1544723086,397317750,2626664607,163014050,2631921173,150960075,4684441249,443617400,9869852115,MP,HR
698,Himachal Pradesh,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,2028113895,0,76108064,225700674,304340239,0,0,MP,HP
699,Jammu & Kashmir,Madhya Pradesh,4035335870,0,0,0,0,0,766281500,12499380,0,81703380,0,950950348,0,1767791357,307922299,1078364762,640330045,1542244133,MP,JK
700,Jharkhand,Madhya Pradesh,111057365,2275681090,166148125,2455216073,511523125,2747369796,29573400,1402565027,0,2075348260,0,1817508404,0,1398531374,51478909,2271387579,0,1744720144,MP,JH
701,Karnataka,Madhya Pradesh,10069354767,5380740,12202571425,24856897,11930422700,0,11648674429,58000458,6231138200,180581653,3100192650,607101830,842995200,11403717280,715059100,18704997575,592059500,17299576401,MP,KA
702,Kerala,Madhya Pradesh,4281102090,0,2439540100,0,1839879350,0,8808680150,0,1017901325,0,1863127015,178641348,744953050,148803398,589951600,155251060,991947450,198675130,MP,KL
703,Lakshadeep,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,LD
704,Madhya Pradesh,Madhya Pradesh,10561331728,95930206781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,MP
705,Maharashtra,Madhya Pradesh,46656828840,31905553792,8318288875,43356601410,38291874225,22511674509,35912124460,19831618545,16025026207,25557713548,23605830375,10253656048,27695401349,46382386624,8428924599,77572366792,2291063025,79350333831,MP,MH
706,Manipur,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12723480,MP,MN
707,Meghalaya,Madhya Pradesh,0,0,0,3224234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,ML
708,Mizoram,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,MZ
709,Nagaland,Madhya Pradesh,0,0,41925000,0,39345000,0,373230000,0,0,36605124,0,109674120,0,155159160,0,531567798,0,820952434,MP,NL
710,Odisha,Madhya Pradesh,2258756595,2760785489,2051926500,323158719,3211485300,488494877,1977008300,1318677969,4866684200,815334651,776767050,747971929,101489300,2775269654,0,3879956863,0,2569377154,MP,OD
711,Puducherry,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,PD
712,Punjab,Madhya Pradesh,6023961057,9842316885,986964960,1847307357,579928265,2756003013,4068406577,5534132149,227140450,4611225011,389768500,2907491082,369672370,3068864632,1735731824,4242406782,3616650402,2682571260,MP,PN
713,Rajasthan,Madhya Pradesh,0,26436463098,126080500,19782578151,578569750,13166281760,0,37404614274,371700000,28154755750,0,15888428592,0,18547452006,98310626,14576401126,87109000,13889584410,MP,RJ
714,Sikkim,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,SK
715,Tamil Nadu,Madhya Pradesh,8926657150,0,15434926458,0,11213321525,0,20008856157,0,17014029338,0,9072343305,166905843,3953807785,621439751,4127650356,302184071,3154082105,0,MP,TN
716,Telangana,Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MP,TE
717,Tripura,Madhya Pradesh,0,0,0,85839226,0,0,0,0,0,0,0,0,0,167177296,0,666095424,0,257542590,MP,TR
718,Uttar Pradesh,Madhya Pradesh,17965973522,77587272835,4565447745,70456500964,25435374677,66248396019,22755172207,36202859918,2282852952,60880442116,565759875,55190805213,427920508,57160546540,455916695,57032768042,1212570469,52439903089,MP,UP
719,Uttarakhand,Madhya Pradesh,3451486325,1679957622,964043590,2236434548,1421361725,2150007052,420405700,1853846168,305376750,2940310586,1037645875,1778058587,360396050,2237095699,1002157875,2599306983,532414350,3714009458,MP,UR
720,West Bengal,Madhya Pradesh,18536967647,8530706243,23020398162,6403504074,6483471419,9336009729,25270757327,6330429103,12947785185,9906619614,747699625,7550395768,2963091831,17326588168,6691930997,17327458307,12701339684,9248282499,MP,WB
721,Andaman & Nicobar Islands,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,AN
722,Andhra Pradesh,Maharashtra,1354015300,5371451828,610738800,6397311426,401586900,27558390473,1068768000,6800568615,712907875,1800091731,2126990425,1405133987,1822200200,1891889271,0,2737253215,109146800,3771320834,MH,AP
723,Arunachal Pradesh,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,AR
724,Assam,Maharashtra,3522618547,7957463468,2661083907,11169921520,2013386283,9298808357,1978303851,8272110906,3812457198,8218580704,2384834754,2206135819,819718179,984410583,402354300,642320005,429303827,127294735,MH,AS
725,Bihar,Maharashtra,17862276534,3732513795,11842032801,7304395492,6334437579,7039439367,7032402560,3156958447,8319253016,2862915913,7001263137,1920959333,5382749764,3458142351,0,690571030,185115917,802398670,MH,BR
726,Chandigarh,Maharashtra,0,187084482,0,203691926,0,252595078,72022200,0,211306050,101087270,1655456855,2381574360,666429104,1809200806,73240400,177313197,0,107995019,MH,CN
727,Chattisgarh,Maharashtra,0,24553023078,0,11086646940,0,12012778439,108811875,10640162934,143606025,17121728426,102201750,12696987213,0,4067252482,29120000,1706350758,0,677663376,MH,CH
728,Dadra & Nagar Haveli,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,DN
729,Daman & Diu,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,DD
730,Delhi,Maharashtra,1519754810,1770507888,1126488914,1778048905,116156250,1190735386,1402863708,2380706225,1217440921,2814083580,3372238780,1346355788,1889821381,1967948494,651666100,12982860,1131046614,157491814,MH,DL
731,Goa,Maharashtra,0,75771894,77822700,0,0,0,0,70017564,168192900,739249558,260692700,0,34001100,206403300,0,570520620,24916300,823759911,MH,GA
732,Gujarat,Maharashtra,0,33300861509,0,17057619936,0,11653603090,557017900,12670519483,557194400,15083194525,2834296575,9698232142,1134392656,9869905608,0,2128701032,0,3747574736,MH,GJ
733,Haryana,Maharashtra,0,4993747712,570869250,4617186703,0,3311059952,332904000,6779940385,1428830500,3962527102,213291125,3761054991,298684050,4330385277,0,570026470,0,849175473,MH,HR
734,Himachal Pradesh,Maharashtra,0,0,0,0,0,0,0,0,0,0,35305865,1095045095,352599732,359288706,0,0,0,0,MH,HP
735,Jammu & Kashmir,Maharashtra,120862370,552812018,106590873,1084174231,52470146,1424235322,164260132,1440579373,744661260,1693247998,803432246,1697683254,317178396,1279811454,0,155715157,72297514,65574210,MH,JK
736,Jharkhand,Maharashtra,0,2928517006,67969881,1916795288,0,2532083567,0,1051668091,34236225,449128440,32624350,79678269,163164995,218615832,106930250,136079568,24298700,143847838,MH,JH
737,Karnataka,Maharashtra,557502750,29616113116,624767100,24239184301,0,25064557219,256027200,80709590454,33625575,50525309636,101613700,43637211641,70919250,20374779951,89617850,14889773229,57728000,11168526337,MH,KA
738,Kerala,Maharashtra,147169694,869337127,81715050,403556292,34892000,425561642,75878500,176512196,74536000,0,35842500,41745304,34463700,111848096,29668800,154779470,707326050,83466634,MH,KL
739,Lakshadeep,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,LD
740,Madhya Pradesh,Maharashtra,0,29250682723,497044738,17902911592,322358750,27435896850,545858900,27767970823,551769073,24226158914,1382600500,19556079221,432936901,10752453009,0,8173788752,283348800,6539991306,MH,MP
741,Maharashtra,Maharashtra,740366367,4.74058E+11,546501412,1.82425E+11,650055000,16602044145,1046961437,36344000097,794398325,11121942929,565591665,18494291563,308762550,26693131831,144751600,17536695634,57772000,11317089528,MH,MH
742,Manipur,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,MN
743,Meghalaya,Maharashtra,0,0,0,43333884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,ML
744,Mizoram,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,MZ
745,Nagaland,Maharashtra,85537941,315956280,66641645,632715789,521587500,483629754,213303562,490995107,319675875,234827265,0,0,50624000,0,75221400,0,0,0,MH,NL
746,Odisha,Maharashtra,0,6708202004,0,2895508413,0,3377777733,0,916867031,0,141288193,0,1640815869,0,1515060593,0,1618254995,0,896119113,MH,OD
747,Puducherry,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,PD
748,Punjab,Maharashtra,853132702,4170838357,602437397,3631792068,137633367,54293284,2038824704,72688534,3308922628,246508638,904861504,154993734,1304136563,313276854,0,315167260,92859566,207470910,MH,PN
749,Rajasthan,Maharashtra,0,2953901016,0,6657236996,0,357650536,0,1987781504,0,736856430,0,469471178,0,795950197,440376300,260285917,78389875,642314401,MH,RJ
750,Sikkim,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,SK
751,Tamil Nadu,Maharashtra,1120616411,2154313031,3706661638,995118750,0,1284289631,818618079,571336639,4996030159,909456957,0,1731510104,466575601,3375727943,265686400,3594183435,515174000,2296986635,MH,TN
752,Telangana,Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH,TE
753,Tripura,Maharashtra,0,78833009,0,587478040,0,0,0,0,0,0,0,395358350,0,0,0,0,0,34352129,MH,TR
754,Uttar Pradesh,Maharashtra,1571164202,16726096947,4069383508,10777558852,6188965840,6662032802,4598082625,7069475099,4625113754,8762820531,4266108803,4107228467,8281822680,2631987817,6524989500,10383060699,1933887604,2113311365,MH,UP
755,Uttarakhand,Maharashtra,44289000,277608407,1556711100,161781904,117482750,0,230430200,72606770,2202590400,197915490,177593250,45053700,462870450,268251571,0,94906777,0,35307113,MH,UR
756,West Bengal,Maharashtra,11381532237,14590213375,11450560864,17272834362,2161217196,17216275892,4262655195,15298024263,10779407287,9649075192,11496866296,8917368699,6353641095,7892208968,157376430,1578378002,313629070,2767240682,MH,WB
757,Andaman & Nicobar Islands,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,AN
758,Andhra Pradesh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,AP
759,Arunachal Pradesh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,AR
760,Assam,Manipur,0,0,52656600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,AS
761,Bihar,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,BR
762,Chandigarh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,CN
763,Chattisgarh,Manipur,0,25268241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,CH
764,Dadra & Nagar Haveli,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,DN
765,Daman & Diu,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,DD
766,Delhi,Manipur,0,0,669813676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,DL
767,Goa,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,GA
768,Gujarat,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,GJ
769,Haryana,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,HR
770,Himachal Pradesh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,HP
771,Jammu & Kashmir,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,JK
772,Jharkhand,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,JH
773,Karnataka,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,KA
774,Kerala,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,KL
775,Lakshadeep,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,LD
776,Madhya Pradesh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,MP
777,Maharashtra,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,MH
778,Manipur,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,MN
779,Meghalaya,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,ML
780,Mizoram,Manipur,0,122862084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,MZ
781,Nagaland,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,NL
782,Odisha,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,OD
783,Puducherry,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,PD
784,Punjab,Manipur,0,0,627999811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,PN
785,Rajasthan,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,RJ
786,Sikkim,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,SK
787,Tamil Nadu,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,TN
788,Telangana,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,TE
789,Tripura,Manipur,0,1625603042,0,1082056422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,TR
790,Uttar Pradesh,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,UP
791,Uttarakhand,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,UR
792,West Bengal,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MN,WB
793,Andaman & Nicobar Islands,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,AN
794,Andhra Pradesh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,AP
795,Arunachal Pradesh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,AR
796,Assam,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,AS
797,Bihar,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,BR
798,Chandigarh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,CN
